GPIO;Device name; Signal name;Time (μs);Level;Duration (μs)
  17;   remote_a;  speed_plus;   993976;    1;         1174
  17;   remote_a;  speed_plus;   994452;    0;          476
  17;   remote_a;  speed_plus;   995623;    1;         1171
  17;   remote_a;  speed_plus;   996102;    0;          479
  17;   remote_a;  speed_plus;   996476;    1;          374
  17;   remote_a;  speed_plus;   997738;    0;         1262
  17;   remote_a;  speed_plus;   998113;    1;          375
  17;   remote_a;  speed_plus;   999373;    0;         1260
  17;   remote_a; speed_minus;      392;    1;          392
  17;   remote_a; speed_minus;     1635;    0;         1243
  17;   remote_a; speed_minus;     2838;    1;         1203
  17;   remote_a; speed_minus;     3291;    0;          453
  17;   remote_a; speed_minus;     4467;    1;         1176
  17;   remote_a; speed_minus;     4939;    0;          472
  17;   remote_a; speed_minus;     6114;    1;         1175
  17;   remote_a; speed_minus;     6591;    0;          477
  17;   remote_a; speed_minus;     7763;    1;         1172
  17;   remote_a; speed_minus;     8240;    0;          477
  17;   remote_a; speed_minus;     8615;    1;          375
  17;   remote_a; speed_minus;     9876;    0;         1261
  17;   remote_a; speed_minus;    10250;    1;          374
  17;   remote_a; speed_minus;    11514;    0;         1264
  17;   remote_a; speed_minus;    12682;    1;         1168
  17;   remote_a; speed_minus;    13171;    0;          489
  17;   remote_a; speed_minus;    13541;    1;          370
  17;   remote_a; speed_minus;    14804;    0;         1263
  17;   remote_a; speed_minus;    15177;    1;          373
  17;   remote_a; speed_minus;    16441;    0;         1264
  17;   remote_a; speed_minus;    16815;    1;          374
  17;   remote_a; speed_minus;    18074;    0;         1259
  17;   remote_a; speed_minus;    18451;    1;          377
  17;   remote_a; speed_minus;    19713;    0;         1262
  17;   remote_a; speed_minus;    20090;    1;          377
  17;   remote_a; speed_minus;    21347;    0;         1257
  17;   remote_a; speed_minus;    21724;    1;          377
  17;   remote_a; speed_minus;    22984;    0;         1260
  17;   remote_a; speed_minus;    24154;    1;         1170
  17;   remote_a; speed_minus;    24634;    0;          480
  17;   remote_a; speed_minus;    25802;    1;         1168
  17;   remote_a; speed_minus;    26290;    0;          488
  17;   remote_a; speed_minus;    26660;    1;          370
  17;   remote_a; speed_minus;    27921;    0;         1261
  17;   remote_a; speed_minus;    28296;    1;          375
  17;   remote_a; speed_minus;    29559;    0;         1263
  17;   remote_a; speed_minus;    29932;    1;          373
  17;   remote_a; speed_minus;    31194;    0;         1262
  17;   remote_a; speed_minus;    31570;    1;          376
  17;   remote_a; speed_minus;    32831;    0;         1261
  17;   remote_a; speed_minus;    34000;    1;         1169
  17;   remote_a; speed_minus;    34488;    0;          488
  17;   remote_a; speed_minus;    35648;    1;         1160
  17;   remote_a; speed_minus;    36132;    0;          484
  17;   remote_a; speed_minus;    36502;    1;          370
  17;   remote_a; speed_minus;    37769;    0;         1267
  17;   remote_a; speed_minus;    38933;    1;         1164
  17;   remote_a; speed_minus;    39421;    0;          488
  17;   remote_a; speed_minus;    39785;    1;          364
  17;   remote_a; speed_minus;    51994;    0;        12209
  17;   remote_a; speed_minus;    52378;    1;          384
  17;   remote_a; speed_minus;    53627;    0;         1249
  17;   remote_a; speed_minus;    54808;    1;         1181
  17;   remote_a; speed_minus;    55278;    0;          470
  17;   remote_a; speed_minus;    56455;    1;         1177
  17;   remote_a; speed_minus;    56932;    0;          477
  17;   remote_a; speed_minus;    58101;    1;         1169
  17;   remote_a; speed_minus;    58577;    0;          476
  17;   remote_a; speed_minus;    59749;    1;         1172
  17;   remote_a; speed_minus;    60230;    0;          481
  17;   remote_a; speed_minus;    60601;    1;          371
  17;   remote_a; speed_minus;    61863;    0;         1262
  17;   remote_a; speed_minus;    62237;    1;          374
  17;   remote_a; speed_minus;    63505;    0;         1268
  17;   remote_a; speed_minus;    64669;    1;         1164
  17;   remote_a; speed_minus;    65157;    0;          488
  17;   remote_a; speed_minus;    65529;    1;          372
  17;   remote_a; speed_minus;    66796;    0;         1267
  17;   remote_a; speed_minus;    67166;    1;          370
  17;   remote_a; speed_minus;    68429;    0;         1263
  17;   remote_a; speed_minus;    68802;    1;          373
  17;   remote_a; speed_minus;    70063;    0;         1261
  17;   remote_a; speed_minus;    70438;    1;          375
  17;   remote_a; speed_minus;    71698;    0;         1260
  17;   remote_a; speed_minus;    72077;    1;          379
  17;   remote_a; speed_minus;    73337;    0;         1260
  17;   remote_a; speed_minus;    73715;    1;          378
  17;   remote_a; speed_minus;    74974;    0;         1259
  17;   remote_a; speed_minus;    76143;    1;         1169
  17;   remote_a; speed_minus;    76626;    0;          483
  17;   remote_a; speed_minus;    77791;    1;         1165
  17;   remote_a; speed_minus;    78280;    0;          489
  17;   remote_a; speed_minus;    78649;    1;          369
  17;   remote_a; speed_minus;    79910;    0;         1261
  17;   remote_a; speed_minus;    80285;    1;          375
  17;   remote_a; speed_minus;    81549;    0;         1264
  17;   remote_a; speed_minus;    81922;    1;          373
  17;   remote_a; speed_minus;    83182;    0;         1260
  17;   remote_a; speed_minus;    83558;    1;          376
  17;   remote_a; speed_minus;    84819;    0;         1261
  17;   remote_a; speed_minus;    85989;    1;         1170
  17;   remote_a; speed_minus;    86471;    0;          482
  17;   remote_a; speed_minus;    87636;    1;         1165
  17;   remote_a; speed_minus;    88122;    0;          486
  17;   remote_a; speed_minus;    88490;    1;          368
  17;   remote_a; speed_minus;    89757;    0;         1267
  17;   remote_a; speed_minus;    90923;    1;         1166
  17;   remote_a; speed_minus;    91416;    0;          493
  17;   remote_a; speed_minus;    91771;    1;          355
  17;   remote_a; speed_minus;   103978;    0;        12207
  17;   remote_a; speed_minus;   104367;    1;          389
  17;   remote_a; speed_minus;   105614;    0;         1247
  17;   remote_a; speed_minus;   106796;    1;         1182
  17;   remote_a; speed_minus;   107268;    0;          472
  17;   remote_a; speed_minus;   108442;    1;         1174
  17;   remote_a; speed_minus;   108914;    0;          472
  17;   remote_a; speed_minus;   110092;    1;         1178
  17;   remote_a; speed_minus;   110570;    0;          478
  17;   remote_a; speed_minus;   111738;    1;         1168
  17;   remote_a; speed_minus;   112218;    0;          480
  17;   remote_a; speed_minus;   112591;    1;          373
  17;   remote_a; speed_minus;   113854;    0;         1263
  17;   remote_a; speed_minus;   114228;    1;          374
  17;   remote_a; speed_minus;   115485;    0;         1257
  17;   remote_a; speed_minus;   116659;    1;         1174
  17;   remote_a; speed_minus;   117146;    0;          487
  17;   remote_a; speed_minus;   117519;    1;          373
  17;   remote_a; speed_minus;   118781;    0;         1262
  17;   remote_a; speed_minus;   119156;    1;          375
  17;   remote_a; speed_minus;   120416;    0;         1260
  17;   remote_a; speed_minus;   120792;    1;          376
  17;   remote_a; speed_minus;   122054;    0;         1262
  17;   remote_a; speed_minus;   122428;    1;          374
  17;   remote_a; speed_minus;   123688;    0;         1260
  17;   remote_a; speed_minus;   124066;    1;          378
  17;   remote_a; speed_minus;   125325;    0;         1259
  17;   remote_a; speed_minus;   125702;    1;          377
  17;   remote_a; speed_minus;   126958;    0;         1256
  17;   remote_a; speed_minus;   128133;    1;         1175
  17;   remote_a; speed_minus;   128611;    0;          478
  17;   remote_a; speed_minus;   129780;    1;         1169
  17;   remote_a; speed_minus;   130267;    0;          487
  17;   remote_a; speed_minus;   130637;    1;          370
  17;   remote_a; speed_minus;   131905;    0;         1268
  17;   remote_a; speed_minus;   132275;    1;          370
  17;   remote_a; speed_minus;   133535;    0;         1260
  17;   remote_a; speed_minus;   133911;    1;          376
  17;   remote_a; speed_minus;   135175;    0;         1264
  17;   remote_a; speed_minus;   135549;    1;          374
  17;   remote_a; speed_minus;   136810;    0;         1261
  17;   remote_a; speed_minus;   137978;    1;         1168
  17;   remote_a; speed_minus;   138458;    0;          480
  17;   remote_a; speed_minus;   139626;    1;         1168
  17;   remote_a; speed_minus;   140114;    0;          488
  17;   remote_a; speed_minus;   140480;    1;          366
  17;   remote_a; speed_minus;   141747;    0;         1267
  17;   remote_a; speed_minus;   142910;    1;         1163
  17;   remote_a; speed_minus;   143394;    0;          484
  17;   remote_a; speed_minus;   143763;    1;          369
  17;   remote_a; speed_minus;   155962;    0;        12199
  17;   remote_a; speed_minus;   156353;    1;          391
  17;   remote_a; speed_minus;   157600;    0;         1247
  17;   remote_a; speed_minus;   158782;    1;         1182
  17;   remote_a; speed_minus;   159253;    0;          471
  17;   remote_a; speed_minus;   160429;    1;         1176
  17;   remote_a; speed_minus;   160904;    0;          475
  17;   remote_a; speed_minus;   162075;    1;         1171
  17;   remote_a; speed_minus;   162559;    0;          484
  17;   remote_a; speed_minus;   163724;    1;         1165
  17;   remote_a; speed_minus;   164205;    0;          481
  17;   remote_a; speed_minus;   164575;    1;          370
  17;   remote_a; speed_minus;   165843;    0;         1268
  17;   remote_a; speed_minus;   166213;    1;          370
  17;   remote_a; speed_minus;   167463;    0;         1250
  17;   remote_a; speed_minus;   168643;    1;         1180
  17;   remote_a; speed_minus;   169135;    0;          492
  17;   remote_a; speed_minus;   169503;    1;          368
  17;   remote_a; speed_minus;   170768;    0;         1265
  17;   remote_a; speed_minus;   171140;    1;          372
  17;   remote_a; speed_minus;   172399;    0;         1259
  17;   remote_a; speed_minus;   172776;    1;          377
  17;   remote_a; speed_minus;   174039;    0;         1263
  17;   remote_a; speed_minus;   174413;    1;          374
  17;   remote_a; speed_minus;   175678;    0;         1265
  17;   remote_a; speed_minus;   176048;    1;          370
  17;   remote_a; speed_minus;   177311;    0;         1263
  17;   remote_a; speed_minus;   177687;    1;          376
  17;   remote_a; speed_minus;   178944;    0;         1257
  17;   remote_a; speed_minus;   180115;    1;         1171
  17;   remote_a; speed_minus;   180596;    0;          481
  17;   remote_a; speed_minus;   181762;    1;         1166
  17;   remote_a; speed_minus;   182250;    0;          488
  17;   remote_a; speed_minus;   182621;    1;          371
  17;   remote_a; speed_minus;   183887;    0;         1266
  17;   remote_a; speed_minus;   184257;    1;          370
  17;   remote_a; speed_minus;   185517;    0;         1260
  17;   remote_a; speed_minus;   185888;    1;          371
  17;   remote_a; speed_minus;   187158;    0;         1270
  17;   remote_a; speed_minus;   187531;    1;          373
  17;   remote_a; speed_minus;   188790;    0;         1259
  17;   remote_a; speed_minus;   189960;    1;         1170
  17;   remote_a; speed_minus;   190444;    0;          484
  17;   remote_a; speed_minus;   191609;    1;         1165
  17;   remote_a; speed_minus;   192103;    0;          494
  17;   remote_a; speed_minus;   192462;    1;          359
  17;   remote_a; speed_minus;   193731;    0;         1269
  17;   remote_a; speed_minus;   194893;    1;         1162
  17;   remote_a; speed_minus;   195365;    0;          472
  17;   remote_a; speed_minus;   195745;    1;          380
  17;   remote_a; speed_minus;   207946;    0;        12201
  17;   remote_a; speed_minus;   208338;    1;          392
  17;   remote_a; speed_minus;   209584;    0;         1246
  17;   remote_a; speed_minus;   210767;    1;         1183
  17;   remote_a; speed_minus;   211249;    0;          482
  17;   remote_a; speed_minus;   212413;    1;         1164
  17;   remote_a; speed_minus;   212887;    0;          474
  17;   remote_a; speed_minus;   214061;    1;         1174
  17;   remote_a; speed_minus;   214549;    0;          488
  17;   remote_a; speed_minus;   215707;    1;         1158
  17;   remote_a; speed_minus;   216191;    0;          484
  17;   remote_a; speed_minus;   216561;    1;          370
  17;   remote_a; speed_minus;   217826;    0;         1265
  17;   remote_a; speed_minus;   218199;    1;          373
  17;   remote_a; speed_minus;   219462;    0;         1263
  17;   remote_a; speed_minus;   220629;    1;         1167
  17;   remote_a; speed_minus;   221119;    0;          490
  17;   remote_a; speed_minus;   221490;    1;          371
  17;   remote_a; speed_minus;   222756;    0;         1266
  17;   remote_a; speed_minus;   223127;    1;          371
  17;   remote_a; speed_minus;   224389;    0;         1262
  17;   remote_a; speed_minus;   224764;    1;          375
  17;   remote_a; speed_minus;   226020;    0;         1256
  17;   remote_a; speed_minus;   226399;    1;          379
  17;   remote_a; speed_minus;   227659;    0;         1260
  17;   remote_a; speed_minus;   228037;    1;          378
  17;   remote_a; speed_minus;   229298;    0;         1261
  17;   remote_a; speed_minus;   229673;    1;          375
  17;   remote_a; speed_minus;   230929;    0;         1256
  17;   remote_a; speed_minus;   232104;    1;         1175
  17;   remote_a; speed_minus;   232585;    0;          481
  17;   remote_a; speed_minus;   233752;    1;         1167
  17;   remote_a; speed_minus;   234238;    0;          486
  17;   remote_a; speed_minus;   234608;    1;          370
  17;   remote_a; speed_minus;   235872;    0;         1264
  17;   remote_a; speed_minus;   236246;    1;          374
  17;   remote_a; speed_minus;   237508;    0;         1262
  17;   remote_a; speed_minus;   237882;    1;          374
  17;   remote_a; speed_minus;   239141;    0;         1259
  17;   remote_a; speed_minus;   239518;    1;          377
  17;   remote_a; speed_minus;   240779;    0;         1261
  17;   remote_a; speed_minus;   241949;    1;         1170
  17;   remote_a; speed_minus;   242433;    0;          484
  17;   remote_a; speed_minus;   243597;    1;         1164
  17;   remote_a; speed_minus;   244082;    0;          485
  17;   remote_a; speed_minus;   244450;    1;          368
  17;   remote_a; speed_minus;   245717;    0;         1267
  17;   remote_a; speed_minus;   246881;    1;         1164
  17;   remote_a; speed_minus;   247364;    0;          483
  17;   remote_a; speed_minus;   247734;    1;          370
  17;   remote_a; speed_minus;   259937;    0;        12203
  17;   remote_a; speed_minus;   260322;    1;          385
  17;   remote_a; speed_minus;   261572;    0;         1250
  17;   remote_a; speed_minus;   262753;    1;         1181
  17;   remote_a; speed_minus;   263225;    0;          472
  17;   remote_a; speed_minus;   264398;    1;         1173
  17;   remote_a; speed_minus;   264872;    0;          474
  17;   remote_a; speed_minus;   266047;    1;         1175
  17;   remote_a; speed_minus;   266521;    0;          474
  17;   remote_a; speed_minus;   267693;    1;         1172
  17;   remote_a; speed_minus;   268173;    0;          480
  17;   remote_a; speed_minus;   268546;    1;          373
  17;   remote_a; speed_minus;   269807;    0;         1261
  17;   remote_a; speed_minus;   270185;    1;          378
  17;   remote_a; speed_minus;   271446;    0;         1261
  17;   remote_a; speed_minus;   272616;    1;         1170
  17;   remote_a; speed_minus;   273105;    0;          489
  17;   remote_a; speed_minus;   273473;    1;          368
  17;   remote_a; speed_minus;   274739;    0;         1266
  17;   remote_a; speed_minus;   275111;    1;          372
  17;   remote_a; speed_minus;   276373;    0;         1262
  17;   remote_a; speed_minus;   276748;    1;          375
  17;   remote_a; speed_minus;   278008;    0;         1260
  17;   remote_a; speed_minus;   278385;    1;          377
  17;   remote_a; speed_minus;   279644;    0;         1259
  17;   remote_a; speed_minus;   280020;    1;          376
  17;   remote_a; speed_minus;   281272;    0;         1252
  17;   remote_a; speed_minus;   281657;    1;          385
  17;   remote_a; speed_minus;   282914;    0;         1257
  17;   remote_a; speed_minus;   284088;    1;         1174
  17;   remote_a; speed_minus;   284564;    0;          476
  17;   remote_a; speed_minus;   285735;    1;         1171
  17;   remote_a; speed_minus;   286221;    0;          486
  17;   remote_a; speed_minus;   286592;    1;          371
  17;   remote_a; speed_minus;   287855;    0;         1263
  17;   remote_a; speed_minus;   288230;    1;          375
  17;   remote_a; speed_minus;   289495;    0;         1265
  17;   remote_a; speed_minus;   289867;    1;          372
  17;   remote_a; speed_minus;   291128;    0;         1261
  17;   remote_a; speed_minus;   291503;    1;          375
  17;   remote_a; speed_minus;   292766;    0;         1263
  17;   remote_a; speed_minus;   293932;    1;         1166
  17;   remote_a; speed_minus;   294417;    0;          485
  17;   remote_a; speed_minus;   295580;    1;         1163
  17;   remote_a; speed_minus;   296063;    0;          483
  17;   remote_a; speed_minus;   296434;    1;          371
  17;   remote_a; speed_minus;   297698;    0;         1264
  17;   remote_a; speed_minus;   298853;    1;         1155
  17;   remote_a; speed_minus;   299348;    0;          495
  17;   remote_a; speed_minus;   299716;    1;          368
  17;   remote_a; speed_minus;   311911;    0;        12195
  17;   remote_a; speed_minus;   312309;    1;          398
  17;   remote_a; speed_minus;   313556;    0;         1247
  17;   remote_a; speed_minus;   314737;    1;         1181
  17;   remote_a; speed_minus;   315208;    0;          471
  17;   remote_a; speed_minus;   316384;    1;         1176
  17;   remote_a; speed_minus;   316853;    0;          469
  17;   remote_a; speed_minus;   318031;    1;         1178
  17;   remote_a; speed_minus;   318512;    0;          481
  17;   remote_a; speed_minus;   319678;    1;         1166
  17;   remote_a; speed_minus;   320158;    0;          480
  17;   remote_a; speed_minus;   320532;    1;          374
  17;   remote_a; speed_minus;   321794;    0;         1262
  17;   remote_a; speed_minus;   322168;    1;          374
  17;   remote_a; speed_minus;   323435;    0;         1267
  17;   remote_a; speed_minus;   324599;    1;         1164
  17;   remote_a; speed_minus;   325091;    0;          492
  17;   remote_a; speed_minus;   325458;    1;          367
  17;   remote_a; speed_minus;   326728;    0;         1270
  17;   remote_a; speed_minus;   327096;    1;          368
  17;   remote_a; speed_minus;   328357;    0;         1261
  17;   remote_a; speed_minus;   328733;    1;          376
  17;   remote_a; speed_minus;   329994;    0;         1261
  17;   remote_a; speed_minus;   330369;    1;          375
  17;   remote_a; speed_minus;   331629;    0;         1260
  17;   remote_a; speed_minus;   332005;    1;          376
  17;   remote_a; speed_minus;   333267;    0;         1262
  17;   remote_a; speed_minus;   333644;    1;          377
  17;   remote_a; speed_minus;   334898;    0;         1254
  17;   remote_a; speed_minus;   336074;    1;         1176
  17;   remote_a; speed_minus;   336550;    0;          476
  17;   remote_a; speed_minus;   337720;    1;         1170
  17;   remote_a; speed_minus;   338206;    0;          486
  17;   remote_a; speed_minus;   338579;    1;          373
  17;   remote_a; speed_minus;   339843;    0;         1264
  17;   remote_a; speed_minus;   340227;    1;          384
  17;   remote_a; speed_minus;   341480;    0;         1253
  17;   remote_a; speed_minus;   341853;    1;          373
  17;   remote_a; speed_minus;   343115;    0;         1262
  17;   remote_a; speed_minus;   343489;    1;          374
  17;   remote_a; speed_minus;   344748;    0;         1259
  17;   remote_a; speed_minus;   345919;    1;         1171
  17;   remote_a; speed_minus;   346403;    0;          484
  17;   remote_a; speed_minus;   347567;    1;         1164
  17;   remote_a; speed_minus;   348055;    0;          488
  17;   remote_a; speed_minus;   348421;    1;          366
  17;   remote_a; speed_minus;   349690;    0;         1269
  17;   remote_a; speed_minus;   350851;    1;         1161
  17;   remote_a; speed_minus;   351339;    0;          488
  17;   remote_a; speed_minus;   351705;    1;          366
  17;   remote_a; speed_minus;   363908;    0;        12203
  17;   remote_a; speed_minus;   364296;    1;          388
  17;   remote_a; speed_minus;   365546;    0;         1250
  17;   remote_a; speed_minus;   366726;    1;         1180
  17;   remote_a; speed_minus;   367194;    0;          468
  17;   remote_a; speed_minus;   368373;    1;         1179
  17;   remote_a; speed_minus;   368847;    0;          474
  17;   remote_a; speed_minus;   370020;    1;         1173
  17;   remote_a; speed_minus;   370503;    0;          483
  17;   remote_a; speed_minus;   371668;    1;         1165
  17;   remote_a; speed_minus;   372145;    0;          477
  17;   remote_a; speed_minus;   372520;    1;          375
  17;   remote_a; speed_minus;   373783;    0;         1263
  17;   remote_a; speed_minus;   374156;    1;          373
  17;   remote_a; speed_minus;   375411;    0;         1255
  17;   remote_a; speed_minus;   376589;    1;         1178
  17;   remote_a; speed_minus;   377081;    0;          492
  17;   remote_a; speed_minus;   377449;    1;          368
  17;   remote_a; speed_minus;   378709;    0;         1260
  17;   remote_a; speed_minus;   379086;    1;          377
  17;   remote_a; speed_minus;   380346;    0;         1260
  17;   remote_a; speed_minus;   380723;    1;          377
  17;   remote_a; speed_minus;   381984;    0;         1261
  17;   remote_a; speed_minus;   382359;    1;          375
  17;   remote_a; speed_minus;   383619;    0;         1260
  17;   remote_a; speed_minus;   383996;    1;          377
  17;   remote_a; speed_minus;   385257;    0;         1261
  17;   remote_a; speed_minus;   385632;    1;          375
  17;   remote_a; speed_minus;   386890;    0;         1258
  17;   remote_a; speed_minus;   388064;    1;         1174
  17;   remote_a; speed_minus;   388543;    0;          479
  17;   remote_a; speed_minus;   389711;    1;         1168
  17;   remote_a; speed_minus;   390199;    0;          488
  17;   remote_a; speed_minus;   390568;    1;          369
  17;   remote_a; speed_minus;   391832;    0;         1264
  17;   remote_a; speed_minus;   392205;    1;          373
  17;   remote_a; speed_minus;   393469;    0;         1264
  17;   remote_a; speed_minus;   393843;    1;          374
  17;   remote_a; speed_minus;   395102;    0;         1259
  17;   remote_a; speed_minus;   395479;    1;          377
  17;   remote_a; speed_minus;   396738;    0;         1259
  17;   remote_a; speed_minus;   397907;    1;         1169
  17;   remote_a; speed_minus;   398391;    0;          484
  17;   remote_a; speed_minus;   399557;    1;         1166
  17;   remote_a; speed_minus;   400039;    0;          482
  17;   remote_a; speed_minus;   400411;    1;          372
  17;   remote_a; speed_minus;   401675;    0;         1264
  17;   remote_a; speed_minus;   402841;    1;         1166
  17;   remote_a; speed_minus;   403324;    0;          483
  17;   remote_a; speed_minus;   403693;    1;          369
  17;   remote_a; speed_minus;   415892;    0;        12199
  17;   remote_a; speed_minus;   416282;    1;          390
  17;   remote_a; speed_minus;   417526;    0;         1244
  17;   remote_a; speed_minus;   418710;    1;         1184
  17;   remote_a; speed_minus;   419178;    0;          468
  17;   remote_a; speed_minus;   420356;    1;         1178
  17;   remote_a; speed_minus;   420833;    0;          477
  17;   remote_a; speed_minus;   422004;    1;         1171
  17;   remote_a; speed_minus;   422479;    0;          475
  17;   remote_a; speed_minus;   423650;    1;         1171
  17;   remote_a; speed_minus;   424129;    0;          479
  17;   remote_a; speed_minus;   424503;    1;          374
  17;   remote_a; speed_minus;   425766;    0;         1263
  17;   remote_a; speed_minus;   426140;    1;          374
  17;   remote_a; speed_minus;   427406;    0;         1266
  17;   remote_a; speed_minus;   428570;    1;         1164
  17;   remote_a; speed_minus;   429055;    0;          485
  17;   remote_a; speed_minus;   429429;    1;          374
  17;   remote_a; speed_minus;   430689;    0;         1260
  17;   remote_a; speed_minus;   431066;    1;          377
  17;   remote_a; speed_minus;   432326;    0;         1260
  17;   remote_a; speed_minus;   432702;    1;          376
  17;   remote_a; speed_minus;   433962;    0;         1260
  17;   remote_a; speed_minus;   434346;    1;          384
  17;   remote_a; speed_minus;   435599;    0;         1253
  17;   remote_a; speed_minus;   435974;    1;          375
  17;   remote_a; speed_minus;   437231;    0;         1257
  17;   remote_a; speed_minus;   437611;    1;          380
  17;   remote_a; speed_minus;   438869;    0;         1258
  17;   remote_a; speed_minus;   440040;    1;         1171
  17;   remote_a; speed_minus;   440519;    0;          479
  17;   remote_a; speed_minus;   441688;    1;         1169
  17;   remote_a; speed_minus;   442175;    0;          487
  17;   remote_a; speed_minus;   442545;    1;          370
  17;   remote_a; speed_minus;   443800;    0;         1255
  17;   remote_a; speed_minus;   444175;    1;          375
  17;   remote_a; speed_minus;   445445;    0;         1270
  17;   remote_a; speed_minus;   445818;    1;          373
  17;   remote_a; speed_minus;   447088;    0;         1270
  17;   remote_a; speed_minus;   447454;    1;          366
  17;   remote_a; speed_minus;   448714;    0;         1260
  17;   remote_a; speed_minus;   449885;    1;         1171
  17;   remote_a; speed_minus;   450363;    0;          478
  17;   remote_a; speed_minus;   451532;    1;         1169
  17;   remote_a; speed_minus;   452025;    0;          493
  17;   remote_a; speed_minus;   452384;    1;          359
  17;   remote_a; speed_minus;   453645;    0;         1261
  17;   remote_a; speed_minus;   454815;    1;         1170
  17;   remote_a; speed_minus;   455301;    0;          486
  17;   remote_a; speed_minus;   455667;    1;          366
  17;   remote_a; speed_minus;   467872;    0;        12205
  17;   remote_a; speed_minus;   468257;    1;          385
  17;   remote_a; speed_minus;   469501;    0;         1244
  17;   remote_a; speed_minus;   470685;    1;         1184
  17;   remote_a; speed_minus;   471162;    0;          477
  17;   remote_a; speed_minus;   472332;    1;         1170
  17;   remote_a; speed_minus;   472808;    0;          476
  17;   remote_a; speed_minus;   473977;    1;         1169
  17;   remote_a; speed_minus;   474454;    0;          477
  17;   remote_a; speed_minus;   475625;    1;         1171
  17;   remote_a; speed_minus;   476108;    0;          483
  17;   remote_a; speed_minus;   476479;    1;          371
  17;   remote_a; speed_minus;   477742;    0;         1263
  17;   remote_a; speed_minus;   478116;    1;          374
  17;   remote_a; speed_minus;   479383;    0;         1267
  17;   remote_a; speed_minus;   480547;    1;         1164
  17;   remote_a; speed_minus;   481037;    0;          490
  17;   remote_a; speed_minus;   481406;    1;          369
  17;   remote_a; speed_minus;   482671;    0;         1265
  17;   remote_a; speed_minus;   483041;    1;          370
  17;   remote_a; speed_minus;   484304;    0;         1263
  17;   remote_a; speed_minus;   484679;    1;          375
  17;   remote_a; speed_minus;   485940;    0;         1261
  17;   remote_a; speed_minus;   486315;    1;          375
  17;   remote_a; speed_minus;   487573;    0;         1258
  17;   remote_a; speed_minus;   487952;    1;          379
  17;   remote_a; speed_minus;   489209;    0;         1257
  17;   remote_a; speed_minus;   489588;    1;          379
  17;   remote_a; speed_minus;   490846;    0;         1258
  17;   remote_a; speed_minus;   492017;    1;         1171
  17;   remote_a; speed_minus;   492498;    0;          481
  17;   remote_a; speed_minus;   493664;    1;         1166
  17;   remote_a; speed_minus;   494148;    0;          484
  17;   remote_a; speed_minus;   494523;    1;          375
  17;   remote_a; speed_minus;   495783;    0;         1260
  17;   remote_a; speed_minus;   496159;    1;          376
  17;   remote_a; speed_minus;   497421;    0;         1262
  17;   remote_a; speed_minus;   497796;    1;          375
  17;   remote_a; speed_minus;   499057;    0;         1261
  17;   remote_a; speed_minus;   499432;    1;          375
  17;   remote_a; speed_minus;   500693;    0;         1261
  17;   remote_a; speed_minus;   501862;    1;         1169
  17;   remote_a; speed_minus;   502342;    0;          480
  17;   remote_a; speed_minus;   503511;    1;         1169
  17;   remote_a; speed_minus;   504005;    0;          494
  17;   remote_a; speed_minus;   504361;    1;          356
  17;   remote_a; speed_minus;   505630;    0;         1269
  17;   remote_a; speed_minus;   506794;    1;         1164
  17;   remote_a; speed_minus;   507277;    0;          483
  17;   remote_a; speed_minus;   507648;    1;          371
  17;   remote_a; speed_minus;   519848;    0;        12200
  17;   remote_a; speed_minus;   520237;    1;          389
  17;   remote_a; speed_minus;   521484;    0;         1247
  17;   remote_a; speed_minus;   522668;    1;         1184
  17;   remote_a; speed_minus;   523136;    0;          468
  17;   remote_a; speed_minus;   524312;    1;         1176
  17;   remote_a; speed_minus;   524788;    0;          476
  17;   remote_a; speed_minus;   525960;    1;         1172
  17;   remote_a; speed_minus;   526438;    0;          478
  17;   remote_a; speed_minus;   527607;    1;         1169
  17;   remote_a; speed_minus;   528091;    0;          484
  17;   remote_a; speed_minus;   528460;    1;          369
  17;   remote_a; speed_minus;   529728;    0;         1268
  17;   remote_a; speed_minus;   530097;    1;          369
  17;   remote_a; speed_minus;   531362;    0;         1265
  17;   remote_a; speed_minus;   532529;    1;         1167
  17;   remote_a; speed_minus;   533014;    0;          485
  17;   remote_a; speed_minus;   533387;    1;          373
  17;   remote_a; speed_minus;   534655;    0;         1268
  17;   remote_a; speed_minus;   535023;    1;          368
  17;   remote_a; speed_minus;   536284;    0;         1261
  17;   remote_a; speed_minus;   536661;    1;          377
  17;   remote_a; speed_minus;   537922;    0;         1261
  17;   remote_a; speed_minus;   538297;    1;          375
  17;   remote_a; speed_minus;   539558;    0;         1261
  17;   remote_a; speed_minus;   539934;    1;          376
  17;   remote_a; speed_minus;   541189;    0;         1255
  17;   remote_a; speed_minus;   541570;    1;          381
  17;   remote_a; speed_minus;   542832;    0;         1262
  17;   remote_a; speed_minus;   543999;    1;         1167
  17;   remote_a; speed_minus;   544480;    0;          481
  17;   remote_a; speed_minus;   545647;    1;         1167
  17;   remote_a; speed_minus;   546132;    0;          485
  17;   remote_a; speed_minus;   546505;    1;          373
  17;   remote_a; speed_minus;   547772;    0;         1267
  17;   remote_a; speed_minus;   548141;    1;          369
  17;   remote_a; speed_minus;   549406;    0;         1265
  17;   remote_a; speed_minus;   549778;    1;          372
  17;   remote_a; speed_minus;   551039;    0;         1261
  17;   remote_a; speed_minus;   551412;    1;          373
